SWID	OfficialNames	Isomeric Smiles	PubChem IDs	KEGG IDs	ChemSpider, IDs	DrugBank IDs	ChEBI IDs	Synonyms
SW00011	China Approved Name=calcium carbonate;hydrotalcite,Indian Approved Name=calcium carbonate;lithium carbonate;mag carbonate;sodium bicarbonate;lanthanum carbonate,WHO Essential Medicine=lithium carbonate;sodium hydrogen carbonate,Australia Approved Name=LITHIUM CARBONATE;SODIUM BICARBONATE,FDA Approved Drug=CALCIUM CARBONATE;LANTHANUM CARBONATE;LITHIUM CARBONATE;MAGNESIUM CARBONATE;MAGNESIUM TRISILICATE;SODIUM BICARBONATE;SODIUM CARBONATE	C(=O)([O-])[O-]	10112,168924,11125,11029,6336690,516892,10340,56842000	D00932,D04667,D00801,D01446,D01203,D05283,D03238	9708,147758,10654,10563,4891776,8609,9916	DB06724,DB01390	CHEBI:3311,CHEBI:6504,CHEBI:31793,CHEBI:32139,CHEBI:29377	neut<>16,meylon<>16,sodium bicarbonate<>12,carbonic acid monosodium salt<>12,acidosan<>12,sodium acid carbonate<>12,sodium hydrogencarbonate<>12,bicarbonate of soda<>12,calcium carbonate<>9,precipitated calcium carbonate<>9,lithium carbonate<>8,sodium hydrocarbonate<>8,sodium hydrogen carbonate<>8,limas<>8,lithobid<>8,priadel<>8,micalith<>8,baking soda<>8,liskonum<>8,neoanticid<>6,aeromatt<>6,cal-sup<>6,lanthanum carbonate<>6,albacar<>6,agstone<>6,carbonic acid sodium salt<>5,207-838-8[einecs]<>5,144-55-8[rn]<>5,231-420-4[einecs]<>5,205-633-8[einecs]<>5,e-z-em prep lyte<>4,ceglution<>4,209-063-0[einecs]<>4,lithicarb<>4,monosodium hydrogen carbonate<>4,liticar<>4,li2co3<>4,baros<>4,gripe water<>4,bicarbonate concentrate d16000 (sodium bicarbonate + sodium chloride)_mixture<>4,jusonin<>4,glycoprep<>4,litho-carb<>4,nulytely<>4,dilithium trioxidocarbonate; lithium carbonate<>4,quilonum retard<>4,lithinate<>4,lithocarb<>4,hema bp-38<>4,nahco3<>4,colovage<>4,natron[wiki]<>4,natrium bicarbonicum<>4,peg-lyte<>4,litard<>4,monosodium carbonate<>4,lithotabs<>4,d017693<>4,lithane<>4,e-z-gas 2 (citric acid + sodium bicarbonate)_mixture<>4,plenur<>4,3999191[beilstein]<>4,sodiumbicarbonate<>4,dilanthanum tricarbonate<>4,dilithium carbonate<>4,bss plus<>4,carbonic acid, lithium salt (1:2)<>4,lithane[wiki]<>4,elliotts b solution<>4,kimboshi<>4,lithonate[wiki]<>4,neurolepsin<>4,natrium hydrogencarbonicum<>4,co-lav<>4,carbonic acid dilithium salt<>4,endosol extra<>4,dilithium trioxidocarbonate<>4,dilithiumcarbonat[german]<>4,carbonic acid, dilithium salt<>4,carbonic acid, sodium salt (1:1)<>4,carbonic acid, sodium salt<>4,carbonate de dilithium[french]<>4,phosbloc<>4,carbonate magnesium<>4,soda mint<>4,pfi-lithium<>4,eskalith (tn)<>4,sodium bicarbonate [usan:jan][jan][usan]<>4,teralithe[french]<>4,hydrogen carbonate, sodium<>4,alka-seltzer flavoured (acetylsalicylic acid + citric acid + sodium bicarbonate)_mixture<>4,col-evac<>4,dilithium(1+) ion carbonate<>4,candamide<>4,lithium carbonate (li2co3)<>4,eskalith<>4,phasal<>4,lithobid[wiki]<>4,800 sodium bicarbonate powder<>4,destab<>4,5-17-01-00324 (beilstein handbook reference)[beilstein]<>4,baros effervescent granules (sodium bicarbonate + tartaric acid)_mixture<>4,lithonate<>4,lanthanum sesquicarbonate<>4,foznol<>4,ocl<>4,eskalith[wiki]<>4,soludal<>4,sodium bicarbonate in plastic container<>4,lithium carbonate [usan:jan][jan][usan]<>4,sandoz<>4,lithizine<>4,natrii hydrogencarbonas<>4,baros[wiki]<>4,sel de vichy<>4,soda, baking<>4,maniprex[wiki]<>4,carbonic acid, sodium salt (2:3)<>4,woodward's gripe water (oil of dill + sodium bicarbonate)_mixture<>4,natriumhydrogenkarbonat<>4,554-13-2[rn]<>4,208-580-9[einecs]<>4,lithionate<>4,lanthanum(3 ) carbonate<>4,pfl-lithium<>4,lithotabs[wiki]<>4,magnesium carbonate<>4,nahco3; natriumhydrogenkarbonat; sodium bicarbonate; baking soda; bicarbonate ofsoda; carbonic acid monosodium salt;sodium acid carbonate; sodium hydrogen carbonate<>4,sandoz sodium bicarbonate<>4,magmaster<>4,216964-61-3[rn]<>4,cp 15467-61<>4,carbonic acid lithium salt (li2co3)<>4,lithiumcarbonate<>4,bicarb<>4,lithium carbonate[wiki]<>4,camcolit[wiki]<>4,sodium hydrogen carbonate[acd/iupac name]<>4,carbolith[wiki]<>4,12767-19-0[rn]<>4,lithium phasal<>4,citrocarbonate<>4,magfy<>4,carbolitium<>4,carbonic acid, monosodium salt<>4,554-14-3[rn]<>4,amo endosol extra (alcium chloride + dextrose + glutathione disulfide + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride + sodium phosphate dibasic)_mixture<>4,10377-37-4[rn]<>4,cp-15467-61<>4,209-062-5[einecs]<>4,lithium carbonate extended release<>4,colyte<>4,sodium bicarbonate[wiki]<>4,manialith<>4,lithea<>4,go-evac<>4,bicarbonate concentrate d16001 (sodium bicarbonate + sodium chloride)_mixture<>4,bicarbonate, sodium<>4,hypnorex<>4,colyte[wiki]<>4,dilithium carbonate[acd/iupac name]<>4,sodium bicarbonate liquid concentrate<>4,golytely<>4,carbonic acid lithium salt<>4,natrum bicarbonicum<>4,artrol (antipyrine + cimicifuga racemosa + methyl salicylate + sodium bicarbonate + sodium salicylate + taraxacum officinale weber)_mixture<>4,4153970<>4,eutimin<>4,hakuenka ccr<>3,kalziumkarbonat<>3,eskalon 1500<>3,carbium<>3,camel-wite<>3,p-lite 700<>3,marble white<>3,britomya m<>3,msk-po<>3,britomya s<>3,calcium carbonate, precipitated<>3,hakuenka cc<>3,calopake pc<>3,calopake f<>3,calopake h<>3,camel-carb<>3,ccc no.aa oolitic<>3,calofort t<>3,calofort u<>3,allied whiting<>3,hydrocarb 60<>3,caltec<>3,hydrocarb 65<>3,calopake high opacity<>3,carbonic acid calcium salt (1:1)<>3,mc-t<>3,calofor u 50<>3,carbonic acid, calcium salt (1:1)<>3,marble<>3,chemcarb<>3,albaglos sf<>3,calcene tm<>3,vaterite<>3,carbium mm<>3,calcicoll<>3,garolite sa<>3,calseeds<>3,calopake fs<>3,calcium carbonate (1:1)<>3,1317-65-3[rn]<>3,clefnon<>3,hydrocarb<>3,levigated chalk<>3,sohnhofen stone<>3,kotamite<>3,domolite<>3,caltrate[wiki]<>3,calcium trioxidocarbonate<>3,calofil b 1<>3,carbonato de calcio<>3,albaglos<>3,neolite f<>3,chalk[wiki]<>3,multifex mm<>3,dacote<>3,calofil e 2<>3,gilder's whiting<>3,carbital 90<>3,duramite<>3,limestone<>3,cal-sup (tn)<>3,calofil a 4<>3,calciumcarbonat<>3,d002119<>3,carusis p<>3,hakuenka dd<>3,atomite<>3,eskalon 400<>3,crystic prefil s<>3,kredafil 150 extra<>3,durcal 2nh<>3,carbonate, calcium<>3,ncc-p<>3,microwhite 25<>3,caco3[formula]<>3,cal-light sa<>3,marblewhite 325<>3,brilliant br 15<>3,14791-73-2[rn]<>3,calmos<>3,carbonic acid calcium salt<>3,milk of calcium<>3,calwhite<>3,calibrite<>3,filtex white base<>3,calcite[wiki]<>3,microcarb<>3,t 130-2500<>3,calmote<>3,calcilit 8<>3,albafil<>3,calcidar 40<>3,207-439-9[einecs]<>3,egri m 5<>3,marfil[wiki]<>3,calcium milk<>3,hakuenka r 06<>3,homocal d<>3,durcal 10<>3,blackboard chalk<>3,ccc g-white<>3,titralac<>3,calofort s<>3,marble dust<>3,eskalon 100<>3,p-lite 500<>3,hakuenka t-dd<>3,chalk<>3,r jutan<>3,durcal c 640305<>3,brilliant 15<>3,calciumcarbonate<>3,limestone[wiki]<>3,caco3; calcium carbonate; calciumcarbonat; kalziumkarbonat; calcium carbonate (1:1); carbonate de calcium; carbonatode calcio; carbonic acid calcium salt (1:1);kohlensaurer kalk<>3,calcium monocarbonate<>3,finncarb 6002<>3,ccw<>3,ccr<>3,multiflex sc<>3,atomit<>3,hakuenka o<>3,215-279-6[einecs]<>3,brilliant 1500<>3,mylanta gelcaps<>3,aragonite[wiki]<>3,micromya<>3,calcium carbonate[wiki][usp]<>3,neolite tps<>3,durcal 40<>3,camel-tex<>3,akadama<>3,hakuenka pz<>3,hakuenka px<>3,eskalon 800<>3,carbonate de calcium<>3,calcilit 100<>3,carborex 2<>3,neolite sp<>3,monocalcium carbonate<>3,albacar 5970<>3,marble[wiki]<>3,non-fer-al<>3,micromic cr 16<>3,lithograpic stone<>3,pigment white 18<>3,camalox<>3,multiflex mm<>3,calcene nc<>3,calcitrel<>3,calcene co<>3,kohlensaurer kalk<>3,kredafil rm 5<>3,chooz[wiki]<>3,di-gel tablets<>3,purecal<>3,c.i. pigment white 18<>3,msk-v<>3,msk-p<>3,akadama[wiki]<>3,msk-k<>3,msk-g<>3,msk-c<>3,eskalon 200<>3,carbonic acid magnesium salt (1:1)<>2,dci light magnesium carbonate<>2,gastrocote<>2,apolda[wiki]<>2,magnesite<>2,lanthanum carbonate (2:3)<>2,magnesite dust<>2,apolda<>2,fosrenol[wiki]<>2,231-817-2[einecs]<>2,carbonic acid disodium salt<>2,alginic acid compound<>2,washing soda<>2,209-599-5[einecs]<>2,aac (combination)<>2,fosrenol<>2,mgco3[formula]<>2,587-26-8[rn]<>2,carbonic acid<>2,546-93-0[rn]<>2,magnesium(ii) carbonate (1:1)<>2,hydromagnesite[wiki]<>2,12143-96-3[rn]<>2,snowlite i<>2,12440-90-3[rn]<>2,soda<>2,magnesium carbonate basic<>2,magnesiumcarbonate; magnesium carbonate anhydrous; magnesiumkarbonat; mgco3<>2,calcined soda<>2,carbonic acid, lanthanum salt (3:2)<>2,1784-39-0[rn]<>2,magnesium carbonate, basic<>2,australian magnesite<>2,208-915-9[einecs]<>2,carbonic acid, magnesium salt<>2,quigel<>2,magnesite[wiki]<>2,183480-27-5[rn]<>2,23389-33-5[rn]<>2,lanthanum carbonate (2:3)[acd/iupac name]<>2,sodium carbonate<>2,235-192-7[einecs]<>2,97660-38-3[rn]<>2,68973-26-2[rn]<>2,231-851-8[einecs]<>2,giobertite<>2,39409-82-0[rn]<>2,einecs 209-599-5<>2,disodium carbonate<>2,lanthanumcarbonate<>2,54451-24-0[rn]<>2,carbonic acid, magnesium salt (1:1)<>2,soda ash<>2,lanthanum(3+) tricarbonate<>2,magnesium basic carbonate<>2,magnesium carbonate[wiki][acd/iupac name]<>2,lanthanum carbonate octahydrate<>2,12125-28-9[rn]<>2,carbonic acid lanthanum(3+) salt (3:2)<>2,carbonic acid, magnesium salt, basic<>2,6487-39-4[rn]<>2,7760-50-1[rn]<>2,7757-69-9[rn]<>2,13717-00-5[rn]<>2,magnesiumkarbonat<>2,light ash<>2,lanthanum carbonate hydrate<>2,hydromagnesite<>2,307-549-8[einecs]<>2,solvay soda<>2,4154566<>1,disodium trioxidocarbonate<>1,gaviscon[wiki]<>1,ac1o3sv3<>1,ls-186695<>1,trisodium hydrogendicarbonate<>1,66220-44-8<>1,sodium carbonate, anhydrous, granular<>1,gaviscon<>1,caswell n0 752<>1,natrium carbonicum siccatum[latin]<>1,aac<>1,carbonic acid, disodium salt<>1,v soda<>1,natrium carbonicum calcinatum[latin]<>1,alginic acid<>1,dried sodium carbonate<>1,hydrotalcite<>1,suprapur 6395<>1,carbonic acid, sodium salt (1:2)<>1,hydrotalcitum<>1,12304-65-3<>1,sodiumcarbonate<>1,533-96-0[rn]<>1,7542-12-3[rn]<>1,soda, calcined<>1,bisodium carbonate<>1,crystol carbonate<>1,aluminum hydroxide mixture with magnesium carbonate<>1,497-19-8[rn]<>1,trona[wiki]<>1,soda ash light 4p<>1,dynamar l 13890<>1,1332-57-6[rn]<>1,alginic acid, mixt. with aluminum hydroxide,silicic acid (h4si3o8) magnesium salt (1:2) and sodiumhydrogencarbonate<>1,na2co3[formula]<>1,hidrotalcita<>1,sodium carbonate[wiki][jp15]<>1,natriumkarbonat<>1,v 20n<>1,66220-44-8[rn]<>1
SW00012	Indian Approved Name=urea,Traditional Herbal Isolate=urea,Australia Approved Name=UREA CREAM AQUEOUS;UREA CREAM CETOMACROGOL,China Approved Name=urea,WHO Essential Medicine=urea,FDA Approved Drug=UREA	C(=O)(N)N	1176	D00023	1143	DB03904	CHEBI:16199	urea<>17,carbonyldiamine<>12,pastaron<>12,carbonyldiamide<>12,ureaphil<>12,ureophil<>12,carbamimidic acid<>12,urevert<>12,u-cort<>7,h2n-c(oh)=nh<>7,pastaron soft<>7,arf<>7,635724[beilstein]<>7,uree 20 cream<>7,e927b; h2nc(o)nh2;harnstoff; karbamid; carbonyldiamide; ur; urea; uree<>7,urepearl<>7,carbamide [inn_en]<>7,773698[beilstein]<>7,h2n-c(=nh)-oh; h2n-c(oh)=nh; ho-c(=nh)-nh2; isoharnstoff; carbamimic acid; carbonamidimidic acid; isourea; pseudourea<>7,215-857-8[einecs]<>7,aqua care hp<>7,pastaron 10<>7,sterile urea<>7,harnstoff[german]<>7,isoharnstoff<>7,supercel 3000<>7,nutraplus<>7,elaqua xx<>7,hyanit<>7,rubinol st 010<>7,carmol 40<>7,basodexan<>7,helicosol<>7,uree<>7,benural 70<>7,carbonamidimidic acid<>7,b-i-k<>7,ureacin-10 lotion<>7,57-13-6[rn]<>7,carbonyl diamine<>7,carbamide[wiki]<>7,optigen 1200<>7,aquacare hp<>7,carbonyl diamide<>7,urea (8ci,9ci)<>7,carbamimic acid<>7,ure<>7,aquacare<>7,alphadrate<>7,carbaderm<>7,h2n-c(=nh)-oh<>7,mocovina[czech]<>7,calmurid[wiki]<>7,urepeal<>7,carbamimidic acid (van)<>7,aqua care<>7,ultra mide 25<>7,ultra mide<>7,pastaron 20<>7,varioform ii<>7,ec 1.5.1.3<>7,onychomal<>7,ho-c(=nh)-nh2<>7,karbamid<>7,carmol<>7,200-315-5[einecs]<>7,d014508<>7,ureacin-20<>7,mocznik[polish]<>7,aquadrate<>7,h2nc(o)nh2<>7,calmurid hc<>7,urea[wiki][usp][jan][jp15][acd/iupac name]<>7,ureacin-40 creme<>7,506-89-8[rn]<>7,urepeal l<>7,carbamide; carbonyldiamide<>5,isourea<>5,carbamide<>5,pseudourea<>5
SW00013	FDA Approved Drug=GUANIDINE HYDROCHLORIDE	C(=[NH2+])(N)N	3520		5540	DB00536	CHEBI:24435	guanidine hydrochloride<>3,guanidinium chloride<>2,guanidine<>2,guanidin<>2,carbamidine<>2,aminomethanamidine<>2,imidourea<>2,iminourea<>2,carbamamidine<>2,<>1,gucl<>1,aminoformamidine hydrochloride; aminomethanamidine hydrochloride; guanidinium chloride<>1,50-01-1[rn]<>1,106946-18-3[rn]<>1,guanidine hydrochloride, mole-ready<>1,e grade<>1,guanidine chlorhydrate<>1,aminoformamidine hydrochloride<>1,15827-40-4[rn]<>1,87667-20-7[rn]<>1,ec 3.5.3.1<>1,420-13-3[rn]<>1,guanidine hydrochloride; guanidinium chloride<>1,aminoformamidine<>1,guanidine, monohydrochloride<>1,iminourea hydrochloride<>1,143504-22-7[rn]<>1,carbamidine hydrochloride<>1,guanidine hydrochloride, mole-ready form, ultrapure grade<>1,guanidinium hydrochloride<>1,139693-44-0[rn]<>1,aminomethanamidine, chloride<>1,guanidine hydrochloride (1:1)[acd/iupac name]<>1,113-00-8<>1,guanidinhydrochlorid<>1,guanidine, hydrochloride (1:1)<>1,chebi:42820<>1,diaminomethaniminium chloride<>1,guanidine, hydrochloride<>1,3591990<>1,guanidine monohydrochloride<>1,guanidine hydrochloride, mole-ready form, ultrapur<>1,200-002-3[einecs]<>1,guanidinehydrochloride<>1,amino(imino)methanaminium chloride<>1,guanidinium sulfate<>1,guanidine hydrochloride [for protein research]<>1,14317-32-9[rn]<>1,aminomethanamidine hydrochloride<>1,1950-01-1<>1,1/1/1950<>1,94369-44-5[rn]<>1
SW00014	Traditional Herbal Isolate=amorphous dracoalban;amorphous dracoresene;silica	O=[Si]=O	24261	D05839	22683		CHEBI:30563	silicic anhydride<>6,sand<>6,infusorial earth<>6,aerosil<>6,kieselsaeureanhydrid<>3,snowit<>3,white carbon; hydrated silica; silicondioxidehydrate<>3,sillikolloid<>3,aerosil e 300<>3,silicon dioxide<>3,nalfloc n 1050<>3,siloxid<>3,silicagel lc100a35-70 micron<>3,silicon dioxide amorphous fumed silica<>3,hi-sil<>3,aerogel 200<>3,silicon dioxide amorphous hexamethyldisilazane treated<>3,silicagel lc60a70-200 micron<>3,sibelite m 3000<>3,aerosil 300<>3,cab-o-sperse<>3,cataloid<>3,quso g-32<>3,positive sol 130m<>3,silicagel lc60a 40-63 micron<>3,sipernat<>3,d012822<>3,aerosil a 300<>3,celite, acid-washed<>3,celite<>3,239-487-1[einecs]<>3,zeofree 80<>3,quso g 30<>3,nyacol 1430<>3,aquafil<>3,manosil vn 3<>3,silver bond b<>3,kieselguhr<>3,231-545-4[einecs]<>3,dq12<>3,dioxosilane<>3,zorbax sil<>3,silicagel lc60a35-70 micron<>3,dicalite<>3,quartz<>3,silikill<>3,nalcoag<>3,aerosil k 7<>3,silicagel lc60a60-200 micron<>3,snowtex 30<>3,238-878-4[einecs]<>3,neosil<>3,cherts<>3,acetyl acetone<>3,tiger-eye<>3,vitasil 220<>3,silicagel 60a for flash chromatography<>3,crystoballite<>3,silikil<>3,imsil[wiki]<>3,crysvarl<>3,dioxosilane[acd/iupac name]<>3,60676-86-0[rn]<>3,silane, dioxo-<>3,sio2<>3,silicon dioxide[wiki]<>3,silicon dioxide, amorphous gel<>3,silicagel lc100a16-24 micron<>3,celite superfloss<>3,white carbon black<>3,cabosil m-5<>3,silicondioxide<>3,(sio2)n;kieselsaeureanhydrid; sio2;siliziumdioxid; [sio2]; silica; silicic anhydride<>3,silicagel lc60a6-35 micron<>3,opal<>3,dioxide, silicon<>3,sibelite m 4000<>3,siliceous earth, purified<>3,43-63c<>3,7631-86-9[rn]<>3,neosyl<>3,61790-53-2[rn]<>3,cristobalite[wiki]<>3,cristobalite<>3,pigment white 27<>3,238-455-4[einecs]<>3,quartz[wiki]<>3,tokusil tplm<>3,wessalon<>3,vulkasil s<>3,chalcedony[wiki]<>3,sicron f 300<>3,cabosil n 5<>3,aerosil m-300<>3,tridimite[french]<>3,tridymite[wiki]<>3,metacristobalite<>3,colloidal silica<>3,silicagel lc100a100-300 micron<>3,silicagel lc60a20-45 micron<>3,dioxosilan<>3,[sio2]<>3,extrusil<>3,quazo puro[italian]<>3,onyx<>3,celite filter aid<>3,siderite (sio2)<>3,carplex<>3,n1030<>3,diatomaceous earth<>3,ludox<>3,syton ht-50<>3,(sio2)n<>3,sil-co-sil<>3,siliziumdioxid<>3,min-u-sil<>3,aerosil bs-50<>3,nyacol<>3,corasil ii<>3,siliceous earth<>3,10279-57-9[rn]<>3,cabosil st-1<>3,quso g32<>3,silanox 101<>3,silicagel lc60a40-63 micron<>3,zipax<>3,porasil<>3,zeoprep 60<>3,sikron f 100<>3,snowtex o<>3,tridymite 118<>3,carplex 80<>3,silicagel lc60a90-130 micron<>3,silicon(iv) oxide<>3,cab-o-sil<>3,aerosil 380<>3,santocel<>3,nyacol 830<>3,superfloss<>3,celite filter cel<>3,acticel<>3,silica[wiki]<>3,novaculite[wiki]<>3,christensenite<>3,vulkasil<>3,silica<>3,positive sol 232<>3,syton 2x<>3,silicagel lc100a90-130 micron<>3,silicagel lc60a200-500 micron<>3,silicon oxide<>3,carplex 30<>3,sibelite m 6000<>3,silicaglass<>3,silicagel 60a 60-200u<>1,silicon dioxide, amorphous, hexamethyldisilazane treated<>1,silicagel lc60a 200-500 micron<>1,silicagel lc60a 20-45 micron<>1,silicagel lc60a 35-70 micron<>1
SW00015	FDA Approved Drug=ISOPROPYL ALCOHOL	CC(C)O	3776	D00137	3644	DB02325	CHEBI:17824	dimethylcarbinol<>2,propan-2-ol<>2,2-hydroxypropane<>2,hartosol<>2,sec-propyl alcohol<>2,isopropyl alcohol<>2,isopro<>2,alkolave<>2,isopropanol<>2,alcolo<>1,2-propanol[acd/iupac name]<>1,ipa<>1,takineocol<>1,i-propylalkohol[german]<>1,alcohol, isopropyl<>1,iso-propyl alcohol<>1,245-189-2[einecs]<>1,alcosolve 2<>1,1-methylethanol<>1,combi-schutz<>1,isopropyl alcohol[wiki][usp][usan]<>1,2-propanol<>1,alcosolve<>1,imsol a<>1,1-methylethyl alcohol<>1,i-propanol<>1,ioh<>1,isopropenol<>1,dimethyl carbinol<>1,isohol<>1,alcool isopropilico<>1,petrohol<>1,avantine<>1,alcohol, rubbing<>1,spectrar<>1,635639[beilstein]<>1,iso-propanol<>1,isopropryl alcohol<>1,isopropylalcohol<>1,secondary propyl alcohol<>1,isopropylalkohol<>1,iso-propylalkohol[german]<>1,lutosol<>1,aliso<>1,i-propyl alcohol<>1,200-661-7[einecs]<>1,avantin<>1,tyzor tpt<>1,propane-2-ol<>1,propol<>1,ipr<>1,sterisol hand disinfectant<>1,i-propylalkohol<>1,2-propyl alcohol<>1,sec-propanol<>1,i-propanol[german]<>1,isopropanol[wiki][jp15]<>1,rubbing alcohol<>1,alcool isopropylique<>1,lavacol<>1,alcojel<>1,223-616-3[einecs]<>1,d019840<>1,4-01-00-01461 (beilstein handbook reference)[beilstein]<>1,lavaco<>1,67-63-0[rn]<>1
SW00016	China Approved Name=boric acid,Indian Approved Name=boric acid	B(O)(O)O	7628	D01089	7346		CHEBI:33118	boric acid<>6,orthoborsaeure<>4,orthoboric acid<>4,boron trihydroxide<>4,boracic acid<>4,borsaeure<>4,borofax<>4,trihydroxidoboron<>2,233-139-2[einecs]<>2,hydrogen orthoborate<>2,boric acid[wiki][acd/iupac name]<>2,1697939[beilstein]<>2,boric acid [usan:jan][jan][usan]<>2,h3bo3<>2,1303-86-2[rn]<>2,11113-50-1[rn]<>2,boric acid (jp15/nf)[nf][jp15]<>2,boricacid<>2,10043-35-3[rn]<>2,b(oh)3[formula]<>2,kill-off<>2,acidum boricum[latin]<>2,acide borique[french]<>2,7440-42-8[rn]<>2,10043-35-3<>2,boron hydroxide<>2,boric acid (van)<>2,234-343-4[einecs]<>2,215-125-8[einecs]<>2,boric acid (tn)<>2,trihydroxyborone<>2,kjel-sorb<>2,trihydroxyborane<>2
SW00017	Traditional Herbal Isolate=potassium nitrate,Australia Approved Name=SILVER NITRATE,FDA Approved Drug=GALLIUM NITRATE	[N+](=O)([O-])[O-]	61635,24470,24434	D00940,D01730,D02051	,22878,22843	DB05260	CHEBI:63043	ganite<>3,gallium nitrate<>3,silver nitrate<>3,nitric acid<>3,lunar caustic<>2,silbernitrat<>2,vicknite<>2,nitric acid potassium salt<>2,silver mononitrate<>2,kalii nitras<>2,potassium nitrate<>2,nitrate of potash<>2,kaliumnitrat<>2,argerol<>2,salt peter (van)<>2,nitric acid silver(i) salt<>2,collo-bo<>2,7757-79-1[rn]<>1,silver (i) nitrate (1:1)<>1,nitric acid, silver(1+) salt<>1,potassium nitrate (jan/usp)[usp][jan]<>1,96193-83-8[rn]<>1,d012835<>1,nitric acid potassium salt (1:1)<>1,silver nitrate [un1493]  [oxidizer]<>1,silver nitrate (tn)<>1,saltpetre<>1,gallium nitrate anhydrous<>1,nitric acid, potassium salt<>1,silvernitrate<>1,saltpeter[wiki]<>1,ccris 4493<>1,kaliumnitrat[german][acd/iupac name]<>1,31890-20-7[rn]<>1,c023844<>1,nitre<>1,nitrato de plata[spanish]<>1,potassiumnitrate<>1,nitric acid silver(1+) salt<>1,agno3<>1,argenti nitras[latin]<>1,231-853-9[einecs]<>1,7761-88-8<>1,sensodyne<>1,niter[wiki]<>1,silver(i) nitrate (1:1)<>1,silver(i) nitrate<>1,silver nitrate[wiki][jan]<>1,silver(1+) nitrate<>1,potassium nitrate [un1486]  [oxidizer]<>1,gallium trinitrate<>1,silver nitrate, silver (2+) salt (2:1)<>1,nitre[wiki]<>1,8012-12-2[rn]<>1,potassium nitrate[wiki][jan][acd/iupac name]<>1,salt peter<>1,einecs 236-815-5<>1,gallium(iii) nitrate<>1,silver(1+) nitrate[acd/iupac name]<>1,nitric acid silver (1+) salt<>1,nitrate d'argent[french]<>1,13494-90-1<>1,nitrate d'argent<>1,argenti nitras<>1,7761-88-8[rn]<>1,potassiumato nitratato<>1,231-818-8[einecs]<>1
SW00018	Traditional Herbal Isolate=furane	c1ccoc1	8029		7738		CHEBI:35559	divinylene oxide<>2,axole<>2,tetrole<>2,oxacyclopentadiene<>2,oxole<>2,110-00-9[rn]<>1,furane[wiki]<>1,c039281<>1,1,4-epoxy-1,3-butadiene<>1,furfuran<>1,110-00-9<>1,furfuran[wiki]<>1,1<>1,rcra waste no. u124<>1,divinyl oxide<>1,103221[beilstein]<>1,203-727-3[einecs]<>1,5-17-01-00291 (beilstein handbook reference)[beilstein]<>1,furan<>1,oxycyclopentadiene<>1,furan[wiki][acd/iupac name]<>1,furan [un2389]  [flammable liquid]<>1
SW00019	Traditional Herbal Isolate=isoxazole alkaloid	c1cnoc1	9254		8897		CHEBI:35595	1-oxa-2-azacyclopentadiene<>2,isooxazole<>2,ac1l1sny<>1,chebi:35595<>1,ag-e-93082<>1,isoxazole<>1,monoethanolamine[wiki]<>1,288-14-2<>1,206-018-7[einecs]<>1,1<>1,1,2-oxazole[acd/iupac name]<>1,isoxazoles<>1,isoxazol<>1,pubchem8623<>1,103773[beilstein]<>1,288-14-2[rn]<>1,isoxazole[wiki]<>1
SW00020	Indian Approved Name=carbomer	C=CC(=O)[O-]	4068533		22446			hiviswako 105<>2,rhotex gs<>2,acrysol lmw-45n<>2,polyco<>2,sodium prop-2-enoate<>2,c5h10o2<>1,9080-35-7[rn]<>1,39283-05-1[rn]<>1,77847-76-8[rn]<>1,113536-69-9[rn]<>1,9003-01-4[rn]<>1,138961-78-1[rn]<>1,72870-55-4[rn]<>1,2-propenoic acid<>1,56048-09-0[rn]<>1,6/9/9003<>1,2-propenoic acid, sodium salt<>1,88895-33-4[rn]<>1,74434-55-2[rn]<>1,28603-11-4[rn]<>1,105287-10-3[rn]<>1,63993-69-1[rn]<>1,65852-59-7[rn]<>1,acrylic acid sodium salt<>1,polyacrylate sodium salt<>1,135842-81-8[rn]<>1,2-propenoic acid sodium salt<>1,124740-94-9[rn]<>1,100359-37-3[rn]<>1,95077-68-2[rn]<>1,231-209-7[einecs]<>1,64441-46-9[rn]<>1,39301-03-6[rn]<>1,114355-16-7[rn]<>1,170427-67-5[rn]<>1,sodiumacrylate<>1,67017-21-4[rn]<>1,acrylic acid, sodium salt<>1,129979-04-0[rn]<>1,162122-62-5[rn]<>1,123140-08-9[rn]<>1,4/7/9003<>1,25052-79-3[rn]<>1,natriumacrylat<>1,7446-81-3[rn]<>1,126123-84-0[rn]<>1,199453-47-9[rn]<>1,acrylate de sodium<>1,67167-12-8[rn]<>1,65852-60-0[rn]<>1,83856-16-0[rn]<>1,sodium polyacrylate<>1,sodium acrylate<>1,75718-67-1[rn]<>1,87912-58-1[rn]<>1,25549-84-2[rn]<>1,44196-70-5[rn]<>1,88402-97-5[rn]<>1,9003-04-7[rn]<>1,183599-07-7[rn]<>1,sodium poly acrylate<>1,8049-78-3[rn]<>1,sodium acrylate[acd/iupac name]<>1,76559-77-8[rn]<>1,2-propenoic acid, sodium salt (1:1)<>1,136753-34-9[rn]<>1,87210-28-4[rn]<>1
